conversation_id,from_id,from_name,from_email,message_id,message,type,inserted_at,has_phone,phone_info,is_hidden,is_removed,like_count,page_id,customer_id
conv_182,user_581,Emily Garcia,YFSZt@yahoo.com,msg_8057,Inquiry,COMMENT,2023-06-25 14:00:00,True,[None],True,False,1,page_37,376
conv_183,user_199,Jane Garcia,pDmCZ@outlook.com,msg_3961,Feedback,COMMENT,2023-10-14 21:48:00,True,['+9042028584'],False,False,18,page_77,362
conv_184,user_74,Alice Davis,BWCaD@outlook.com,msg_1198,Inquiry,COMMENT,2023-04-05 06:11:00,True,[None],True,True,25,page_50,497
conv_185,user_790,David Williams,GtDAf@yahoo.com,msg_7661,Feedback,RATING,2023-03-11 12:15:00,True,[None],False,True,78,page_31,393
conv_186,user_132,Sophia Williams,UhWtg@outlook.com,msg_6451,Support request,INBOX,2023-06-24 14:18:00,False,[None],True,True,13,page_78,694
conv_187,user_372,David Brown,ssUue@outlook.com,msg_6636,Need help,COMMENT,2023-10-14 19:55:00,False,['+3769241075'],False,True,73,page_70,463
conv_188,user_432,Bob Smith,mGgTa@gmail.com,msg_6927,Support request,RATING,2023-08-15 23:59:00,True,[None],True,True,50,page_78,308
conv_189,user_463,Bob Miller,bpLKn@gmail.com,msg_5545,Support request,RATING,2023-07-31 11:35:00,True,[None],False,True,24,page_92,975
conv_190,user_36,Charlie Jones,krEXa@yahoo.com,msg_6032,Inquiry,COMMENT,2023-04-02 16:32:00,False,[None],False,False,36,page_41,60
conv_191,user_957,Emily Brown,xgWXs@yahoo.com,msg_2868,Inquiry,RATING,2023-07-07 19:27:00,True,['+5535671368'],False,True,2,page_18,305
conv_192,user_974,Bob Smith,iysze@yahoo.com,msg_865,Support request,COMMENT,2023-04-07 01:18:00,True,[None],True,True,100,page_24,236
conv_193,user_474,Charlie Miller,BrFZj@outlook.com,msg_8227,Feedback,COMMENT,2023-07-12 05:10:00,False,['+5175457958'],True,True,40,page_76,457
conv_194,user_161,John Johnson,nDrrL@outlook.com,msg_8887,Need help,COMMENT,2023-08-31 14:27:00,True,[None],False,False,1,page_54,167
conv_195,user_71,Charlie Miller,sIjci@yahoo.com,msg_3384,Support request,RATING,2023-10-03 09:05:00,False,['+1195167756'],False,True,68,page_48,56
conv_196,user_592,Sophia Williams,vwSYS@gmail.com,msg_2959,Inquiry,RATING,2023-04-28 04:25:00,False,['+2239267616'],True,True,27,page_12,496
conv_197,user_509,Sophia Garcia,cjSDV@gmail.com,msg_3165,Hello,RATING,2023-01-16 04:22:00,True,[None],True,True,13,page_99,425
conv_198,user_11,John Johnson,OcBRm@yahoo.com,msg_3767,Inquiry,RATING,2023-07-05 04:49:00,False,['+9598612765'],False,False,87,page_85,571
conv_199,user_268,David Garcia,EINev@gmail.com,msg_6258,Support request,COMMENT,2023-08-04 21:26:00,False,[None],True,False,17,page_61,44
conv_200,user_613,Bob Davis,ohnYF@outlook.com,msg_1711,Hello,RATING,2023-02-06 03:47:00,False,[None],True,True,20,page_38,233
conv_201,user_346,John Garcia,FEyOc@gmail.com,msg_7023,Hello,INBOX,2023-12-29 01:44:00,False,[None],True,True,29,page_15,89
conv_202,user_259,John Davis,NcCdE@gmail.com,msg_4551,Inquiry,COMMENT,2023-09-27 11:20:00,False,['+1628022345'],True,True,28,page_87,598
conv_203,user_986,John Davis,ryZAu@yahoo.com,msg_5131,Feedback,INBOX,2023-05-08 00:27:00,False,['+2493556188'],True,False,2,page_39,70
conv_204,user_24,Emily Smith,HDXWv@gmail.com,msg_9061,Need help,COMMENT,2023-04-23 14:02:00,True,['+3358437944'],True,False,37,page_34,216
conv_205,user_270,David Garcia,UgYiw@gmail.com,msg_389,Inquiry,RATING,2023-04-25 05:23:00,False,[None],True,True,53,page_2,869
conv_206,user_118,Sophia Johnson,MaFIL@gmail.com,msg_5661,Feedback,COMMENT,2023-10-03 13:42:00,True,['+9052414604'],True,False,47,page_59,537
conv_207,user_24,Charlie Williams,NrYwy@yahoo.com,msg_9533,Hello,INBOX,2023-08-06 12:40:00,False,[None],False,True,59,page_72,229
conv_208,user_701,Alice Smith,FMbvt@outlook.com,msg_9887,Support request,COMMENT,2023-01-17 13:49:00,False,[None],True,False,98,page_21,999
conv_209,user_607,John Williams,DQngV@yahoo.com,msg_2814,Feedback,COMMENT,2023-06-05 12:15:00,True,['+1630558616'],False,True,89,page_2,4
conv_210,user_319,John Williams,DILoO@gmail.com,msg_6741,Inquiry,INBOX,2023-01-15 07:23:00,True,['+4068660156'],False,True,20,page_98,327
conv_211,user_273,David Johnson,gomBM@gmail.com,msg_5207,Need help,RATING,2023-06-16 02:01:00,False,['+6972461119'],True,False,94,page_77,661
conv_212,user_141,Charlie Garcia,OgjLB@gmail.com,msg_3118,Feedback,COMMENT,2023-04-11 21:24:00,True,['+5486078867'],False,True,21,page_1,989
conv_213,user_265,Alice Brown,GlyrY@gmail.com,msg_484,Need help,RATING,2023-09-26 18:36:00,False,[None],False,True,7,page_14,394
conv_214,user_944,Alice Brown,Ypusr@outlook.com,msg_5954,Need help,COMMENT,2023-03-05 13:10:00,True,['+1393968147'],False,False,60,page_68,152
conv_215,user_427,Alice Brown,ujjAP@yahoo.com,msg_3702,Hello,INBOX,2023-01-30 03:53:00,False,[None],True,True,35,page_97,941
conv_216,user_682,Charlie Davis,wlBAf@outlook.com,msg_6497,Support request,INBOX,2023-04-04 18:10:00,False,['+4601037875'],True,True,6,page_67,886
conv_217,user_734,Sophia Johnson,utIHL@outlook.com,msg_2085,Hello,COMMENT,2023-12-27 10:13:00,False,['+8418836440'],False,False,38,page_98,984
conv_218,user_153,John Brown,BQsVD@outlook.com,msg_3445,Hello,RATING,2023-01-19 11:30:00,True,[None],False,True,19,page_68,130
conv_219,user_139,Jane Williams,ZDgoY@outlook.com,msg_2532,Hello,RATING,2023-04-12 13:50:00,True,[None],False,True,23,page_49,626
conv_220,user_836,John Brown,LKxXx@gmail.com,msg_1323,Need help,RATING,2023-02-17 01:38:00,False,[None],True,False,40,page_66,790
conv_221,user_795,Charlie Johnson,ChhGW@yahoo.com,msg_9555,Feedback,COMMENT,2023-01-04 23:04:00,True,[None],True,False,44,page_8,659
conv_222,user_207,Emily Garcia,ROUgQ@gmail.com,msg_9369,Support request,RATING,2023-11-05 00:00:00,False,[None],True,False,73,page_98,886
conv_223,user_416,David Jones,EHvzh@yahoo.com,msg_945,Feedback,COMMENT,2023-04-07 02:41:00,False,['+4218139638'],False,False,2,page_20,429
conv_224,user_950,Jane Johnson,iHISS@outlook.com,msg_4075,Inquiry,RATING,2023-09-20 12:39:00,False,['+9546479226'],False,True,11,page_27,249
conv_225,user_625,Charlie Miller,hZBnP@yahoo.com,msg_4715,Feedback,COMMENT,2024-01-01 11:18:00,True,[None],True,True,62,page_17,909
conv_226,user_359,Emily Miller,UXZoO@yahoo.com,msg_426,Support request,RATING,2023-10-17 10:59:00,False,[None],True,False,22,page_66,89
conv_227,user_622,Emily Davis,RmZXH@gmail.com,msg_4522,Support request,COMMENT,2023-12-22 22:50:00,False,['+7042836694'],False,True,18,page_78,632
conv_228,user_856,Emily Smith,INlDD@gmail.com,msg_4598,Feedback,INBOX,2023-12-22 12:04:00,False,[None],False,True,16,page_91,399
conv_229,user_291,Charlie Davis,VgIkR@gmail.com,msg_9634,Need help,INBOX,2023-05-29 01:13:00,True,['+3997061494'],True,True,76,page_38,192
conv_230,user_521,John Garcia,eGhvR@outlook.com,msg_1983,Inquiry,COMMENT,2023-09-26 18:23:00,False,['+3693743494'],False,True,3,page_91,776
conv_231,user_67,Jane Williams,iVCGk@yahoo.com,msg_4766,Hello,INBOX,2023-12-12 03:43:00,True,['+6575789622'],False,False,69,page_55,316
conv_232,user_767,Charlie Smith,nKFKS@yahoo.com,msg_7799,Support request,RATING,2023-07-05 03:01:00,True,[None],False,False,83,page_12,411
conv_233,user_483,Emily Smith,DXtHf@gmail.com,msg_5302,Feedback,INBOX,2023-06-05 18:55:00,False,[None],False,False,89,page_42,225
conv_234,user_929,Sophia Johnson,EgJZl@outlook.com,msg_4581,Hello,COMMENT,2023-01-17 07:43:00,True,[None],True,True,56,page_81,110
conv_235,user_940,Jane Johnson,aEfrA@yahoo.com,msg_1311,Support request,COMMENT,2023-06-05 12:14:00,True,['+9364500419'],False,False,16,page_32,670
conv_236,user_111,David Jones,Taeic@gmail.com,msg_4167,Hello,COMMENT,2023-09-16 11:48:00,False,['+3453148567'],False,False,78,page_100,790
conv_237,user_133,Jane Smith,MqfIS@gmail.com,msg_256,Support request,COMMENT,2023-04-13 08:42:00,False,[None],False,True,45,page_45,599
conv_238,user_214,David Jones,wmESa@gmail.com,msg_7165,Inquiry,RATING,2023-11-01 15:18:00,False,[None],False,False,32,page_28,993
conv_239,user_669,Emily Smith,wTZxZ@yahoo.com,msg_4438,Feedback,COMMENT,2023-12-15 16:43:00,True,[None],True,False,67,page_79,866
conv_240,user_871,David Williams,hHYZI@yahoo.com,msg_668,Hello,COMMENT,2023-05-29 18:11:00,False,['+3052829628'],True,True,55,page_57,502
conv_241,user_28,Bob Jones,aqXjR@yahoo.com,msg_2613,Need help,COMMENT,2023-05-19 07:27:00,True,[None],False,False,50,page_19,783
conv_242,user_397,John Brown,yBXnu@gmail.com,msg_6496,Inquiry,INBOX,2023-05-21 07:58:00,True,['+6172975950'],True,False,26,page_26,372
conv_243,user_874,Charlie Davis,WCLFo@outlook.com,msg_3034,Need help,INBOX,2023-01-03 00:35:00,False,[None],False,True,86,page_74,903
conv_244,user_58,Charlie Williams,ARyzN@gmail.com,msg_7069,Feedback,RATING,2023-03-15 06:59:00,False,['+6237636360'],True,True,21,page_4,858
conv_245,user_281,John Davis,cwXfb@yahoo.com,msg_5440,Feedback,RATING,2023-08-16 02:25:00,False,[None],True,True,77,page_30,68
conv_246,user_15,Emily Miller,OJZnf@yahoo.com,msg_6319,Feedback,INBOX,2023-08-05 10:20:00,False,['+2756013478'],True,True,21,page_57,53
conv_247,user_706,Sophia Davis,NvLgI@yahoo.com,msg_6407,Need help,INBOX,2023-03-15 15:42:00,True,[None],True,True,72,page_95,227
conv_248,user_388,Emily Smith,MsFnN@yahoo.com,msg_16,Feedback,COMMENT,2023-05-31 03:15:00,False,[None],True,False,58,page_23,337
conv_249,user_827,Sophia Miller,KziSV@yahoo.com,msg_4062,Support request,RATING,2023-11-23 13:22:00,False,['+2220359253'],False,False,72,page_51,999
conv_250,user_775,Sophia Miller,dYOgQ@yahoo.com,msg_131,Hello,RATING,2023-01-09 06:29:00,True,[None],True,False,14,page_65,514
conv_251,user_925,David Williams,exavX@outlook.com,msg_7403,Feedback,INBOX,2023-03-04 18:23:00,True,['+9584327599'],True,True,47,page_69,578
conv_252,user_755,David Miller,lsLTD@gmail.com,msg_6112,Feedback,COMMENT,2023-03-27 20:45:00,True,[None],False,True,81,page_27,284
conv_253,user_614,John Brown,DFQxr@gmail.com,msg_387,Hello,COMMENT,2023-10-02 19:19:00,True,['+9313672625'],True,False,76,page_53,732
conv_254,user_421,Alice Jones,ySfPv@yahoo.com,msg_4972,Feedback,COMMENT,2023-03-16 05:03:00,True,[None],True,False,69,page_11,305
conv_255,user_990,Emily Johnson,zqabH@yahoo.com,msg_9076,Support request,INBOX,2023-05-17 17:01:00,True,['+3111729389'],True,False,88,page_4,125
conv_256,user_563,Jane Smith,tiyze@gmail.com,msg_8533,Inquiry,INBOX,2023-05-30 14:53:00,True,[None],True,True,15,page_67,478
conv_257,user_355,Alice Garcia,BdwhU@yahoo.com,msg_208,Need help,COMMENT,2023-01-26 13:00:00,True,[None],True,True,19,page_41,836
conv_258,user_669,David Johnson,SHCSM@gmail.com,msg_686,Hello,RATING,2023-07-07 16:30:00,True,['+5736412388'],False,True,82,page_47,337
conv_259,user_716,Emily Smith,ZrBYK@gmail.com,msg_4844,Feedback,INBOX,2023-05-07 08:52:00,False,[None],True,False,37,page_13,515
conv_260,user_53,Jane Garcia,QMHDn@outlook.com,msg_3452,Hello,INBOX,2023-10-01 15:22:00,True,['+3510094268'],True,True,94,page_58,629
conv_261,user_45,Bob Garcia,vzXFZ@yahoo.com,msg_1084,Inquiry,INBOX,2023-05-28 02:14:00,True,[None],False,True,97,page_10,702
conv_262,user_963,Bob Jones,eeeZY@gmail.com,msg_836,Hello,COMMENT,2023-12-21 06:50:00,True,[None],True,False,7,page_39,686
conv_263,user_155,Alice Garcia,YtCtg@yahoo.com,msg_6096,Inquiry,RATING,2023-01-14 17:23:00,False,[None],False,True,11,page_53,113
conv_264,user_749,John Johnson,QxNSv@yahoo.com,msg_2087,Hello,RATING,2023-01-10 14:03:00,True,['+9834301337'],False,True,40,page_55,178
conv_265,user_390,David Johnson,cZLqC@outlook.com,msg_6540,Inquiry,COMMENT,2023-10-21 14:36:00,False,[None],False,True,65,page_1,576
conv_266,user_45,Jane Johnson,fQMIT@gmail.com,msg_9177,Need help,INBOX,2023-03-13 17:44:00,False,[None],True,True,20,page_29,582
conv_267,user_408,David Smith,KakrK@yahoo.com,msg_7490,Hello,RATING,2023-01-25 19:43:00,False,[None],True,True,11,page_90,300
conv_268,user_426,David Smith,jcVZL@yahoo.com,msg_430,Need help,COMMENT,2023-01-25 14:34:00,True,[None],True,False,24,page_61,192
conv_269,user_197,Jane Johnson,QfKjd@yahoo.com,msg_7037,Support request,COMMENT,2023-09-16 18:57:00,True,['+5541216384'],True,True,89,page_36,714
conv_270,user_780,Charlie Miller,IPbtO@yahoo.com,msg_9967,Support request,INBOX,2023-10-24 19:03:00,False,[None],False,True,24,page_8,693
conv_271,user_505,Sophia Miller,KwYue@yahoo.com,msg_1092,Feedback,INBOX,2023-05-22 05:40:00,False,[None],True,True,5,page_4,582
conv_272,user_663,David Johnson,wdiNq@gmail.com,msg_4663,Feedback,INBOX,2023-03-13 23:48:00,False,['+4357883394'],True,True,84,page_50,851
conv_273,user_249,Emily Jones,xfvNL@outlook.com,msg_1680,Inquiry,COMMENT,2023-09-05 20:43:00,False,['+7632273336'],False,False,59,page_39,133
conv_274,user_407,Alice Brown,TTuKs@gmail.com,msg_9063,Need help,COMMENT,2023-02-05 13:18:00,True,['+1079299713'],True,False,36,page_33,281
conv_275,user_109,Jane Williams,GOjUf@gmail.com,msg_1610,Support request,INBOX,2023-01-08 15:23:00,True,[None],False,True,80,page_12,105
conv_276,user_392,Alice Brown,lQCUR@outlook.com,msg_1044,Inquiry,INBOX,2023-02-13 13:00:00,False,[None],True,False,68,page_13,413
conv_277,user_857,Jane Brown,SlWVZ@gmail.com,msg_3030,Support request,INBOX,2023-01-08 10:56:00,True,[None],False,False,26,page_66,550
conv_278,user_601,David Smith,mHQaF@outlook.com,msg_1439,Need help,INBOX,2023-03-01 14:44:00,False,[None],False,True,57,page_62,679
conv_279,user_489,John Williams,tkrPi@yahoo.com,msg_102,Feedback,INBOX,2023-10-28 05:42:00,False,[None],True,True,80,page_66,906
conv_280,user_468,Alice Garcia,GVGeG@outlook.com,msg_9085,Need help,COMMENT,2023-11-07 13:26:00,False,['+1818598450'],False,False,66,page_25,141
conv_281,user_316,Charlie Garcia,zBbRv@yahoo.com,msg_1151,Feedback,RATING,2023-07-20 17:27:00,False,['+5418822143'],False,True,39,page_4,239
conv_282,user_513,Sophia Davis,irijF@outlook.com,msg_2111,Feedback,INBOX,2023-03-19 05:06:00,True,[None],False,False,73,page_63,5
conv_283,user_280,Bob Jones,xmIxc@yahoo.com,msg_5380,Feedback,COMMENT,2023-10-04 16:17:00,True,['+3265584863'],True,False,73,page_83,630
conv_284,user_618,David Miller,PIzqx@gmail.com,msg_3260,Need help,COMMENT,2023-08-11 10:15:00,False,[None],False,True,56,page_13,289
conv_285,user_146,Bob Johnson,xuQdf@yahoo.com,msg_4778,Hello,INBOX,2023-11-27 01:41:00,True,[None],True,True,19,page_71,785
conv_286,user_148,Bob Garcia,RkgPf@outlook.com,msg_6877,Support request,INBOX,2023-06-12 15:35:00,False,['+6317162690'],True,True,79,page_67,134
conv_287,user_545,Emily Smith,tAZgT@yahoo.com,msg_4815,Feedback,RATING,2023-08-10 08:06:00,True,['+7763867169'],True,True,52,page_6,662
conv_288,user_416,Sophia Davis,BpnGx@yahoo.com,msg_9157,Need help,COMMENT,2023-10-19 15:50:00,False,[None],True,False,74,page_45,412
conv_289,user_296,Jane Johnson,NyfEh@outlook.com,msg_5527,Feedback,COMMENT,2023-01-23 02:45:00,False,[None],True,True,54,page_13,754
conv_290,user_498,Bob Jones,mmpVe@outlook.com,msg_8727,Support request,INBOX,2023-02-12 20:34:00,False,[None],False,False,80,page_94,701
conv_291,user_583,John Johnson,jmvUX@outlook.com,msg_169,Inquiry,COMMENT,2023-11-23 20:15:00,True,[None],True,False,97,page_81,60
conv_292,user_58,David Brown,Ceggs@gmail.com,msg_7584,Inquiry,COMMENT,2023-05-21 20:46:00,False,[None],True,True,15,page_19,887
conv_293,user_866,Charlie Garcia,xUONA@gmail.com,msg_1128,Hello,RATING,2023-02-08 17:10:00,False,['+8070707512'],False,False,73,page_83,542
conv_294,user_657,Sophia Davis,sdGDi@gmail.com,msg_3289,Hello,COMMENT,2023-09-06 12:10:00,True,['+1177255976'],False,True,19,page_31,233
conv_295,user_343,John Miller,JIkzd@yahoo.com,msg_6169,Need help,COMMENT,2023-02-24 12:28:00,True,[None],True,False,41,page_30,874
conv_296,user_899,Sophia Johnson,hvVEB@gmail.com,msg_9732,Inquiry,COMMENT,2023-08-09 08:20:00,True,['+6276555136'],True,False,24,page_7,985
conv_297,user_928,Bob Brown,EwIQm@gmail.com,msg_1823,Inquiry,COMMENT,2023-10-25 03:49:00,True,['+7711733613'],False,False,44,page_33,747
conv_298,user_439,Sophia Smith,gXqsN@outlook.com,msg_6073,Support request,INBOX,2023-02-10 00:38:00,False,['+7691635588'],False,False,45,page_85,667
conv_299,user_133,Bob Miller,mzvbR@yahoo.com,msg_4038,Need help,RATING,2023-08-20 03:50:00,True,['+9047037039'],False,False,45,page_47,272
conv_300,user_614,Alice Brown,vJZPF@gmail.com,msg_8706,Inquiry,RATING,2023-04-18 06:52:00,False,['+2555261341'],True,False,17,page_38,918
conv_301,user_27,Alice Johnson,KnXHc@outlook.com,msg_6964,Support request,RATING,2023-04-08 22:06:00,True,[None],True,False,94,page_27,485
conv_302,user_833,Bob Smith,cWRRF@yahoo.com,msg_8519,Support request,INBOX,2023-11-28 09:43:00,False,[None],False,True,87,page_39,386
conv_303,user_706,Sophia Johnson,NQftK@gmail.com,msg_7599,Feedback,INBOX,2023-04-23 20:03:00,False,[None],False,False,24,page_70,207
conv_304,user_232,David Garcia,WfEba@outlook.com,msg_2403,Hello,INBOX,2023-08-16 19:58:00,True,[None],False,False,100,page_26,300
conv_305,user_422,Sophia Johnson,ibGAs@yahoo.com,msg_8290,Feedback,RATING,2023-07-21 14:38:00,False,['+3062801739'],True,True,64,page_73,625
conv_306,user_470,John Smith,kJLMU@outlook.com,msg_7426,Hello,RATING,2023-06-18 08:49:00,False,[None],True,False,66,page_92,384
conv_307,user_597,John Brown,woZFa@outlook.com,msg_2787,Need help,INBOX,2023-10-11 02:48:00,True,['+1622088357'],True,False,42,page_40,122
conv_308,user_725,Emily Brown,IJbBW@gmail.com,msg_1212,Inquiry,RATING,2023-01-04 04:17:00,True,[None],True,True,75,page_57,621
conv_309,user_588,John Johnson,lqQzv@outlook.com,msg_1661,Feedback,INBOX,2023-04-12 18:05:00,False,['+9841854975'],True,False,94,page_48,452
conv_310,user_433,Charlie Williams,VYJYt@yahoo.com,msg_6044,Feedback,INBOX,2023-03-28 03:26:00,True,[None],True,True,75,page_25,644
conv_311,user_311,Jane Davis,BtBQr@gmail.com,msg_7083,Inquiry,COMMENT,2023-12-10 11:49:00,False,[None],False,True,98,page_78,516
conv_312,user_187,Jane Davis,VwqHD@outlook.com,msg_8054,Feedback,COMMENT,2023-07-25 05:37:00,True,['+9996610466'],True,True,93,page_46,475
conv_313,user_432,David Smith,XIUqH@outlook.com,msg_3238,Hello,COMMENT,2023-08-18 19:38:00,False,[None],True,True,84,page_37,565
conv_314,user_434,Alice Jones,cZucY@gmail.com,msg_9411,Need help,INBOX,2023-05-26 05:22:00,False,['+8842434157'],True,True,74,page_99,280
conv_315,user_187,Sophia Miller,cbKkl@outlook.com,msg_5228,Hello,INBOX,2023-07-19 11:41:00,False,[None],False,False,65,page_66,260
conv_316,user_898,Bob Brown,DKIdJ@yahoo.com,msg_7406,Feedback,RATING,2023-03-31 20:50:00,True,['+2903083199'],False,True,32,page_71,260
conv_317,user_780,Emily Jones,ruEdC@outlook.com,msg_7772,Support request,INBOX,2023-11-29 18:57:00,True,['+2473714855'],False,False,8,page_73,890
conv_318,user_286,Jane Garcia,BffVb@outlook.com,msg_8429,Feedback,COMMENT,2023-10-15 13:02:00,False,[None],True,False,70,page_46,68
conv_319,user_422,Sophia Brown,dmcrW@outlook.com,msg_1795,Inquiry,COMMENT,2023-01-05 10:16:00,False,[None],False,True,57,page_37,185
conv_320,user_696,John Williams,yzMmI@gmail.com,msg_2805,Inquiry,COMMENT,2023-02-22 15:28:00,False,[None],True,True,31,page_5,729
conv_321,user_681,Alice Brown,EdgZV@gmail.com,msg_2460,Inquiry,INBOX,2023-10-13 00:18:00,False,['+9934386752'],False,False,24,page_82,731
conv_322,user_254,David Brown,qhKBK@gmail.com,msg_4093,Hello,RATING,2023-04-16 00:12:00,True,['+9006413298'],True,False,56,page_83,652
conv_323,user_831,Emily Jones,SJUos@outlook.com,msg_1633,Hello,INBOX,2023-03-19 10:44:00,True,['+4047450744'],True,False,87,page_54,854
conv_324,user_310,Alice Davis,dCfml@outlook.com,msg_2122,Need help,RATING,2023-03-10 07:43:00,False,['+3570555112'],False,True,80,page_32,67
conv_325,user_75,John Davis,qfFUY@gmail.com,msg_5832,Support request,INBOX,2023-12-17 11:52:00,False,[None],True,False,43,page_98,347
conv_326,user_858,Charlie Davis,iRAzU@gmail.com,msg_8624,Feedback,RATING,2023-10-12 06:41:00,False,['+1366103707'],True,True,80,page_34,726
conv_327,user_295,Alice Williams,fDsUz@yahoo.com,msg_2540,Feedback,COMMENT,2023-11-11 00:08:00,True,['+4422581522'],False,True,96,page_39,599
conv_328,user_434,John Garcia,KnMOm@yahoo.com,msg_5454,Inquiry,RATING,2023-05-10 23:50:00,True,[None],True,True,100,page_12,485
conv_329,user_244,Jane Smith,FePAz@outlook.com,msg_5303,Hello,RATING,2023-01-10 17:33:00,False,[None],True,True,1,page_90,80
conv_330,user_313,David Jones,DUcIM@yahoo.com,msg_6151,Hello,COMMENT,2023-10-13 03:43:00,True,[None],False,True,90,page_17,549
conv_331,user_655,Bob Davis,FINDh@yahoo.com,msg_8271,Hello,INBOX,2023-06-22 04:15:00,False,['+2870880785'],False,True,21,page_68,779
conv_332,user_416,Charlie Jones,VoiAn@yahoo.com,msg_9321,Support request,COMMENT,2023-11-03 07:42:00,True,['+5869646859'],False,False,5,page_20,900
conv_333,user_835,Sophia Garcia,QvuOz@gmail.com,msg_5790,Inquiry,COMMENT,2023-10-30 01:39:00,True,[None],False,True,43,page_46,723
conv_334,user_263,Bob Williams,ePoMz@outlook.com,msg_3848,Feedback,COMMENT,2023-01-19 04:13:00,False,['+7170154186'],True,True,63,page_54,463
conv_335,user_478,Jane Davis,FkLxG@outlook.com,msg_4881,Support request,COMMENT,2023-12-06 07:33:00,True,[None],True,True,29,page_56,559
conv_336,user_243,Jane Williams,ObKQO@outlook.com,msg_8804,Feedback,COMMENT,2023-01-12 15:21:00,False,['+5289685070'],True,False,67,page_17,893
conv_337,user_297,Jane Smith,AqNqo@yahoo.com,msg_1970,Hello,INBOX,2023-06-11 12:14:00,True,[None],False,False,45,page_40,775
conv_338,user_486,Jane Davis,qMNiU@outlook.com,msg_4171,Support request,RATING,2023-07-11 01:37:00,False,['+9235484636'],True,True,4,page_100,977
conv_339,user_290,Emily Garcia,RSrZK@outlook.com,msg_1324,Hello,RATING,2023-11-07 05:22:00,False,['+3881139305'],True,True,49,page_54,683
conv_340,user_954,Sophia Williams,mUMGI@outlook.com,msg_7174,Feedback,RATING,2023-04-09 18:13:00,True,['+7744236167'],False,False,75,page_99,732
conv_341,user_23,David Smith,RYXfh@gmail.com,msg_2273,Feedback,COMMENT,2023-04-15 11:54:00,True,['+7663400748'],False,True,40,page_13,973
conv_342,user_763,Emily Jones,VlAJO@yahoo.com,msg_2678,Hello,INBOX,2023-03-06 03:04:00,False,['+2032544231'],False,False,20,page_24,347
conv_343,user_118,Emily Brown,dlhta@gmail.com,msg_550,Need help,INBOX,2023-03-04 02:31:00,True,[None],True,False,20,page_33,500
conv_344,user_746,Charlie Jones,qJQfo@yahoo.com,msg_3997,Support request,COMMENT,2023-02-24 11:24:00,False,['+9525065943'],True,False,52,page_15,165
conv_345,user_942,Alice Miller,cAFXF@yahoo.com,msg_6027,Feedback,COMMENT,2023-04-04 12:52:00,True,[None],True,False,66,page_63,364
conv_346,user_501,David Williams,bwUGS@gmail.com,msg_7096,Feedback,COMMENT,2023-05-05 05:10:00,True,[None],False,True,39,page_95,780
conv_347,user_190,Charlie Williams,qUtks@gmail.com,msg_4560,Inquiry,COMMENT,2024-01-01 21:11:00,True,[None],False,True,31,page_88,352
conv_348,user_149,Sophia Johnson,CObcz@outlook.com,msg_4503,Inquiry,RATING,2023-11-12 21:35:00,True,['+1958357797'],False,False,55,page_59,883
conv_349,user_595,David Johnson,lIAFP@yahoo.com,msg_2726,Hello,COMMENT,2023-04-18 20:13:00,True,['+8640835395'],False,True,12,page_100,368
conv_350,user_980,Charlie Brown,DDQyy@outlook.com,msg_4463,Inquiry,RATING,2023-10-20 13:43:00,True,['+5445066608'],False,False,40,page_58,961
conv_351,user_471,Bob Garcia,HMuXw@outlook.com,msg_9552,Feedback,INBOX,2023-09-22 07:04:00,False,[None],True,False,99,page_50,263
conv_352,user_268,Jane Miller,nCjdn@outlook.com,msg_8117,Support request,RATING,2023-10-20 02:53:00,True,[None],False,False,43,page_24,389
conv_353,user_274,Jane Williams,AFNjn@yahoo.com,msg_3577,Support request,RATING,2023-07-09 18:32:00,False,[None],False,True,28,page_31,45
conv_354,user_141,Emily Jones,yELAJ@outlook.com,msg_8282,Support request,INBOX,2023-09-07 05:18:00,True,[None],False,False,93,page_88,27
conv_355,user_863,Alice Williams,OSOCP@yahoo.com,msg_6282,Feedback,INBOX,2023-07-22 05:56:00,True,['+4155049752'],False,True,52,page_34,127
conv_356,user_319,John Smith,JIsyn@yahoo.com,msg_3864,Support request,RATING,2023-06-04 04:17:00,True,['+5602170340'],False,False,66,page_45,521
conv_357,user_35,Sophia Brown,ocZwQ@outlook.com,msg_1756,Feedback,INBOX,2023-01-06 12:31:00,False,[None],True,False,99,page_69,815
conv_358,user_594,Jane Davis,gqSsq@gmail.com,msg_5950,Feedback,RATING,2023-10-03 06:22:00,True,['+6247491118'],False,False,32,page_79,889
conv_359,user_473,David Williams,BAths@yahoo.com,msg_1757,Feedback,COMMENT,2023-09-28 08:30:00,True,[None],False,True,26,page_52,243
conv_360,user_51,Sophia Miller,MWBhW@gmail.com,msg_206,Need help,RATING,2023-02-17 16:10:00,False,['+8905070853'],True,False,36,page_41,199
conv_361,user_810,Sophia Brown,mnFfR@yahoo.com,msg_1208,Feedback,INBOX,2023-03-20 22:31:00,True,[None],False,False,72,page_16,825
conv_362,user_845,John Williams,XleMt@gmail.com,msg_4328,Inquiry,RATING,2023-04-06 12:14:00,False,[None],True,False,95,page_75,229
conv_363,user_708,John Brown,fTvPi@gmail.com,msg_9709,Support request,INBOX,2023-02-05 08:04:00,False,[None],False,True,38,page_95,75
conv_364,user_890,Charlie Jones,tMHnR@gmail.com,msg_3867,Need help,INBOX,2023-12-29 08:19:00,False,['+8114341866'],True,True,98,page_18,616
